Action,Portfolio,Broker & acct,Asset class,Ticker / ISIN / Reference,Security name,Currency,Trade date, Executed unit price , Executed quantity ,Transaction cost
Buy,Sinowell,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,24/12/2024," 3,442,364.00 ", 1 ,0
Sell,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,24/12/2024," 443,477.88 ", (1),0
Buy,Sinowell,HSBC,Cash,Deposit HKD,Deposit HKD,HKD,24/12/2024," 3,442,364.00 ", 1 ,0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,24/12/2024," 101,808.00 ", 1 ,0
Sell,Personal,HSBC,Cash,Cash - Loan (CHF),Cash - Loan (CHF),CHF,28/11/2024," 1,979.97 ", (1),0
Buy,Personal,HSBC,Equities,700 HK EQUITY,TENCENT HOLDINGS LTD,HKD,8/1/2025, 378.40 ," 2,600 ",0
Buy,Sinowell,HSBC,Equities,700 HK EQUITY,TENCENT HOLDINGS LTD,HKD,8/1/2025, 376.00 ," 2,600 ",0
Buy,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,10/1/2025," 967,256.37 ", 1 ,0
Sell,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,10/1/2025," 124,346.95 ", (1),0
Sell,Personal,HSBC,Cash,Deposit USD,Deposit USD,USD,10/1/2025," 124,346.95 ", (1),0
Sell,Sinowell,HSBC,Cash,Deposit HKD,Deposit HKD,HKD,10/1/2025," 981,105.10 ", (1),0
Sell,Sinowell,HSBC,Cash,Deposit USD,Deposit USD,USD,22/1/2025," 220,000.00 ", (1),0
Sell,Sinowell,HSBC,Cash,Deposit HKD,Deposit HKD,HKD,22/1/2025," 598,662.19 ", (1),0
Sell,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,22/1/2025," 220,000.00 ", (1),0
Sell,Sinowell,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,22/1/2025," 598,662.19 ", (1),0
Buy,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,22/1/2025," 220,000.00 ", 1 ,0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,27/1/2025," 3,400,000.00 ", 1 ,0
Sell,FGI,LGT,Equities,9988 HK Equity,ALIBABA GROUP HOLDING LTD,HKD,4/2/2025, 97.25 ," (11,000)",0
Sell,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,4/2/2025," 3,877,791.00 ", (1),0
Buy,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,4/2/2025," 952,496.95 ", (1),0
Buy,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,5/2/2025," 3,006,756.00 ", 1 ,0
Buy,Personal,HSBC,Cash,Deposit USD,Deposit USD,USD,5/2/2025," 3,006,756.00 ", 1 ,0
Sell,FGI,LGT,Equities,3188 HK Equity,CHINAAMC ETF SERIES - CH-HKD,HKD,10/2/2025, 42.84 ," (20,000)",0
Sell,Personal,HSBC,Equities,9988 HK Equity,ALIBABA GROUP HOLDING LTD,HKD,10/2/2025, 105.30 ," (15,000)",0
Sell,Sinowell,HSBC,Equities,9988 HK Equity,ALIBABA GROUP HOLDING LTD,HKD,10/2/2025, 105.30 ," (13,000)",0
Sell,FGI,LGT,Equities,2800 HK Equity,TRACKER FUND OF HONG KONG-B,HKD,12/2/2025, 21.84 ," (49,338)",0
Sell,Personal,HSBC,Equities,7200 HK EQUITY,CSOP HANG SENG  INDEX  DAI-H,HKD,12/2/2025, 4.45 ," (550,600)",0
Sell,Sinowell,HSBC,Equities,7200 HK EQUITY,CSOP HANG SENG  INDEX  DAI-H,HKD,12/2/2025, 4.45 ," (550,600)",0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,14/1/2025," 1,155,474.19 ", 1 ,0
Sell,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,14/1/2025," 9,000,000.00 ", (1),0
Buy,FGI,HSBC,Cash,Deposit USD,Deposit USD,USD,14/1/2025," 1,168,021.85 ", 1 ,0
Buy,Personal,HSBC,Cash,Deposit HKD,Deposit HKD,HKD,14/1/2025," 2,444,934.67 ", 1 ,0
Buy,Sinowell,HSBC,Cash,Deposit HKD,Deposit HKD,HKD,14/1/2025," 2,443,836.32 ", 1 ,0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,17/2/2025," 164,041.63 ", 1 ,0
Sell,FGI,LGT,Cash,Cash - CNY,Cash - CNY,CNY,17/2/2025," 1,199,521.62 ", (1),0
Buy,FGI,HSBC,Cash,Deposit USD,Deposit USD,USD,," 600,000.00 ", 1 ,0
Sell,FGI,LGT,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,21/2/2025, 508.50 ," (1,500)",0
Sell,Personal,HSBC,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,21/2/2025, 511.50 ," (1,500)",0
Sell,Sinowell,HSBC,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,21/2/2025, 511.50 ," (1,500)",0
Sell,FGI,LGT,Equities,941 HK Equity,CHINA MOBILE LTD-H,HKD,21/2/2025, 82.20 ," (19,000)",0
Sell,Personal,HSBC,Equities,3188 HK Equity,CHINAAMC ETF SERIES - CH-HKD,HKD,21/2/2025, 43.98 ," (25,000)",0
Sell,Sinowell,HSBC,Equities,3188 HK Equity,CHINAAMC ETF SERIES - CH-HKD,HKD,21/2/2025, 44.01 ," (25,000)",0
Sell,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,26/2/2025," 3,000,000.00 ", (1),0
Buy,FGI,HSBC,Cash,Cash - USD,Cash - USD,USD,28/2/2025," 250,000.00 ", 1 ,0
Buy,FGI,HSBC,Cash,Deposit USD,Deposit USD,USD,28/2/2025," 250,000.00 ", 1 ,0
Buy,FGI,LGT,Equities,1 HK Equity,CK HUTCHISON HOLDINGS LTD,HKD,28/2/2025, 39.10 ," 40,000 ",0
Buy,Personal,HSBC,Equities,1 HK Equity,CK HUTCHISON HOLDINGS LTD,HKD,28/2/2025, 39.05 ," 40,000 ",0
Buy,Sinowell,HSBC,Equities,1 HK Equity,CK HUTCHISON HOLDINGS LTD,HKD,28/2/2025, 39.06 ," 40,000 ",0
Sell,FGI,LGT,Equities,1 HK Equity,CK HUTCHISON HOLDINGS LTD,HKD,5/3/2025, 46.45 ," (40,000)",0
Sell,FGI,LGT,Equities,728 HK Equity,CHINA TELECOM CORP LTD-H,HKD,5/3/2025, 5.95 ," (116,000)",0
Sell,Sinowell,HSBC,Equities,728 HK Equity,CHINA TELECOM CORP LTD-H,HKD,5/3/2025, 5.95 ," (165,000)",0
Sell,Personal,HSBC,Equities,728 HK Equity,CHINA TELECOM CORP LTD-H,HKD,5/3/2025, 5.95 ," (175,000)",0
Buy,FGI,LGT,Equities,857 HK Equity,PETROCHINA CO LTD-H,HKD,5/3/2025, 5.76 ," 136,000 ",0
Buy,Sinowell,HSBC,Equities,857 HK Equity,PETROCHINA CO LTD-H,HKD,5/3/2025, 5.76 ," 136,000 ",0
Buy,Personal,HSBC,Equities,857 HK Equity,PETROCHINA CO LTD-H,HKD,5/3/2025, 5.76 ," 136,000 ",0
Sell,Personal,HSBC,Equities,1 HK Equity,CK HUTCHISON HOLDINGS LTD,HKD,6/3/2025, 52.20 ," (20,000)",0
Sell,Sinowell,HSBC,Equities,1 HK Equity,CK HUTCHISON HOLDINGS LTD,HKD,6/3/2025, 52.25 ," (20,000)",0
Sell,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,12/3/2025," 96,615.00 ", (1),0
Sell,FGI,LGT,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,14/3/2025, 525.50 ," (1,500)",0
Sell,FGI,LGT,Equities,388 HK Equity,HONG KONG EXCHANGES & CLEAR,HKD,14/3/2025, 354.08 ," (2,200)",0
Sell,FGI,LGT,Equities,9988 HK Equity,ALIBABA GROUP HOLDING LTD,HKD,14/3/2025, 136.20 ," (5,200)",0
Sell,FGI,LGT,Bonds,US91282CBQ33 Govt,US TREASURY N/B,USD,14/3/2025, 96.64 ," (120,000)",0
Sell,Personal,HSBC,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,17/3/2025, 526.00 ," (1,500)",0
Sell,Personal,HSBC,Bonds,US91282CBQ33 Govt,US TREASURY N/B,USD,17/3/2025, 96.53 ," (75,000)",0
Sell,Sinowell,HSBC,Equities,700 HK Equity,TENCENT HOLDINGS LTD,HKD,17/3/2025, 526.50 ," (1,500)",0
Sell,Sinowell,HSBC,Equities,388 HK Equity,HONG KONG EXCHANGES & CLEAR,HKD,17/3/2025, 368.00 ," (1,500)",0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,18/3/2025," 1,150,000.00 ", 1 ,0
Buy,FGI,HSBC,Cash,Deposit USD,Deposit USD,USD,18/3/2025," 1,150,000.00 ", 1 ,0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,18/3/2025," 6,000.00 ", 1 ,0
Sell,Personal,HSBC,Equities,9961 HK Equity,TRIP.COM GROUP LTD,HKD,18/3/2025, 510.00 ," (1,100)",0
Sell,Sinowell,HSBC,Equities,9961 HK Equity,TRIP.COM GROUP LTD,HKD,18/3/2025, 510.00 ," (1,100)",0
Buy,FGI,LGT,Equities,857 HK Equity,PETROCHINA CO LTD-H,HKD,18/3/2025, 6.06 ," 260,000 ",0
Buy,FGI,HSBC,Cash,Deposit USD,Deposit USD,USD,28/3/2025," 2,809.36 ", 1 ,0
Buy,Personal,HSBC,Cash,Deposit USD,Deposit USD,USD,28/3/2025," 49,795.41 ", 1 ,0
Sell,Personal,HSBC,Cash,Deposit HKD,Deposit HKD,HKD,28/3/2025," 9,084.05 ", (1),0
Sell,Personal,HSBC,Cash,Cash - Loan (CHF),Cash - Loan (CHF),CHF,28/3/2025," 9,283.91 ", (1),0
Sell,Sinowell,HSBC,Cash,Deposit USD,Deposit USD,USD,28/3/2025," 6,237.08 ", (1),0
Buy,Sinowell,HSBC,Cash,Deposit HKD,Deposit HKD,HKD,28/3/2025," 99,105.98 ", 1 ,0
Sell,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,31/3/2025," 2,272,342.43 ", (1),0
Sell,Personal,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,31/3/2025," 2,112,342.43 ", (1),0
Sell,FGI,LGT,Equities,857 HK Equity,PETROCHINA CO LTD-H,HKD,1/4/2025, 6.45 ," (270,000)",0
Buy,Sinowell,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,3/4/2025," 24,208.46 ", 1 ,0
Buy,FGI,HSBC,Cash,Deposit USD,Deposit USD,USD,28/3/2025," 8,000.00 ", 1 ,0
Buy,Personal,HSBC,Equities,823 HK Equity,LINK REIT,HKD,10/4/2025, 33.80 ," 23,000 ",0
Buy,Sinowell,HSBC,Equities,823 HK Equity,LINK REIT,HKD,10/4/2025, 33.75 ," 23,000 ",0
Buy,Personal,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,14/4/2025," 333,332.00 ", 1 ,0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,14/4/2025," 333,333.00 ", 1 ,0
Buy,Personal,HSBC,Equities,6823 HK Equity,HKT TRUST AND HKT LTD-SS,HKD,23/4/2025, 10.94 ," 68,000 ",0
Buy,Sinowell,HSBC,Equities,6823 HK Equity,HKT TRUST AND HKT LTD-SS,HKD,23/4/2025, 10.99 ," 68,000 ",0
Sell,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,24/4/2025," 4,700,000.00 ", (1),0
Sell,Sinowell,HSBC,Cash,Cash - Loan (CHF),Cash - Loan (CHF),CHF,25/4/2025," 823,800.00 ", (1),0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,25/4/2025," 1,000,000.00 ", 1 ,0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,28/4/2025," 7,632.00 ", 1 ,0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,28/4/2025," 7,920.00 ", 1 ,0
Buy,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,28/4/2025," 9,360.00 ", 1 ,0
Buy,Personal,HSBC,Equities,5 HK Equity,HSBC HOLDINGS PLC,HKD,2/5/2025, 86.40 ," 9,200 ",0
Buy,Sinowell,HSBC,Equities,5 HK Equity,HSBC HOLDINGS PLC,HKD,2/5/2025, 86.48 ," 9,200 ",0
Buy,FGI,LGT,Cash,Deposit USD,Deposit USD,USD,6/5/2025," 300,000.00 ", 1 ,0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,7/5/2025," 10,000.00 ", 1 ,0
Buy,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,9/5/2025," 3,113.00 ", 1 ,0
Buy,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,9/5/2025," 45,283.00 ", 1 ,0
Sell,Personal,HSBC,Fixed deposits,Deposit HKD,Deposit HKD,HKD,9/5/2025," 770,238.42 ", (1),0
Buy,Sinowell,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,9/5/2025," 49,018.00 ", 1 ,0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,9/5/2025," 14,125.00 ", 1 ,0
Sell,Sinowell,HSBC,Cash,Cash - CHF,Cash - CHF,CHF,9/5/2025," 1,584.38 ", (1),0
Buy,Personal,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,9/5/2025," 75,844.00 ", 1 ,0
Buy,Sinowell,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,9/5/2025," 1,373,122.00 ", 1 ,0
Buy,Sinowell,HSBC,Fixed deposits,Deposit HKD,Deposit HKD,HKD,9/5/2025," 2,555,000.00 ", 1 ,0
Buy,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,9/5/2025," 284,778.00 ", 1 ,0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,9/5/2025," 55,621.00 ", 1 ,0
Sell,FGI,LGT,Cash,Cash - CAD,Cash - CAD,CAD,9/5/2025," 93,489.00 ", (1),0
Buy,FGI,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,9/5/2025," 1,285.00 ", 1 ,0
Buy,FGI,LGT,Fixed deposits,Deposit HKD,Deposit HKD,HKD,9/5/2025," 1,520,000.00 ", 1 ,0
Buy,Personal,HSBC,PE,NOBLE Div Receivable,NOBLE Div Receivable,THB,9/5/2025, 0.09 ," 260,930,677 ",0
Buy,FGI,LGT,PE,NOBLE Div Receivable,NOBLE Div Receivable,THB,9/5/2025, 0.09 ," 5,591,500 ",0
Buy,Personal,HSBC,PE,NOBLE Warrant,NOBLE Warrant,THB,9/5/2025, -   , 1 ,0
Buy,FGI,LGT,PE,NOBLE Warrant,NOBLE Warrant,THB,9/5/2025, -   , 1 ,0
Buy,Personal,HSBC,PE,PROUD Warrant,PROUD Warrant,THB,9/5/2025, -   , 1 ,0
Buy,FGI,LGT,PE,PROUD Warrant,PROUD Warrant,THB,9/5/2025, -   , 1 ,0
Buy,Sinowell,HSBC,PE,PROUD Warrant,PROUD Warrant,THB,9/5/2025, -   , 1 ,0
Buy,FGI,LGT,PE,New Vista,New Vista,USD,9/5/2025," 60,000.00 ", 1 ,0
Buy,Sinowell,HSBC,Cash,Cash - USD,Cash - USD,USD,9/5/2025," 1,918.00 ", 1 ,0
Buy,Personal,HSBC,Equities,1810 HK Equity,XIAOMI CORP-CLASS B,HKD,13/5/2025, 48.60 ," 16,000 ",0
Buy,Personal,HSBC,Equities,142 HK Equity,FIRST PACIFIC CO,HKD,13/5/2025, 5.43 ," 72,000 ",0
Buy,Sinowell,HSBC,Equities,1810 HK Equity,XIAOMI CORP-CLASS B,HKD,13/5/2025, 48.60 ," 16,000 ",0
Buy,Sinowell,HSBC,Equities,142 HK Equity,FIRST PACIFIC CO,HKD,13/5/2025, 5.43 ," 72,000 ",0
Sell,Personal,HSBC,Equities,5 HK Equity,HSBC HOLDINGS PLC,HKD,14/5/2025, 90.40 ," (8,800)",0
Sell,Sinowell,HSBC,Equities,5 HK Equity,HSBC HOLDINGS PLC,HKD,14/5/2025, 90.40 ," (8,800)",0
Sell,Personal,HSBC,Equities,3188 HK Equity,CHINAAMC ETF SERIES - CH-HKD,HKD,14/5/2025, 43.88 ," (25,000)",0
Sell,Sinowell,HSBC,Equities,3188 HK Equity,CHINAAMC ETF SERIES - CH-HKD,HKD,14/5/2025, 43.96 ," (25,000)",0
Buy,Personal,HSBC,Equities,6823 HK Equity,HKT TRUST AND HKT LTD-SS,HKD,14/5/2025, 11.44 ," 68,000 ",0
Buy,Sinowell,HSBC,Equities,6823 HK Equity,HKT TRUST AND HKT LTD-SS,HKD,14/5/2025, 11.46 ," 68,000 ",0
Buy,Personal,HSBC,Equities,883 HK Equity,CNOOC LTD-H,HKD,14/5/2025, 17.72 ," 45,000 ",0
Buy,Sinowell,HSBC,Equities,883 HK Equity,CNOOC LTD-H,HKD,14/5/2025, 17.70 ," 45,000 ",0
Buy,Personal,HSBC,Equities,939 HK Equity,CHINA CONSTRUCTION BANK-H,HKD,14/5/2025, 6.88 ," 114,000 ",0
Buy,Sinowell,HSBC,Equities,1398 HK Equity,IND & COMM BK OF CHINA-H,HKD,14/5/2025, 5.61 ," 140,000 ",0
Buy,Personal,HSBC,Equities,941 HK Equity,CHINA MOBILE LTD-H,HKD,14/5/2025, 84.85 ," 9,500 ",0
Buy,Sinowell,HSBC,Equities,941 HK Equity,CHINA MOBILE LTD-H,HKD,14/5/2025, 84.85 ," 9,500 ",0
Buy,Personal,HSBC,Equities,2388 HK Equity,BOC HONG KONG HOLDINGS LTD,HKD,14/5/2025, 32.65 ," 24,000 ",0
Buy,Sinowell,HSBC,Equities,2388 HK Equity,BOC HONG KONG HOLDINGS LTD,HKD,14/5/2025, 32.65 ," 24,000 ",0
Buy,Personal,HSBC,Equities,142 HK Equity,FIRST PACIFIC CO,HKD,14/5/2025, 5.57 ," 140,000 ",0
Buy,Sinowell,HSBC,Equities,142 HK Equity,FIRST PACIFIC CO,HKD,14/5/2025, 5.58 ," 140,000 ",0
Buy,FGI,LGT,Equities,9988 HK Equity,ALIBABA GROUP HOLDING LTD,HKD,14/5/2025, 128.80 ," 3,000 ",0
Buy,FGI,LGT,Equities,1810 HK Equity,XIAOMI CORP-CLASS B,HKD,14/5/2025, 49.95 ," 16,000 ",0
Buy,FGI,LGT,Equities,142 HK Equity,FIRST PACIFIC CO,HKD,14/5/2025, 5.54 ," 106,000 ",0
Buy,FGI,LGT,Equities,2388 HK Equity,BOC HONG KONG HOLDINGS LTD,HKD,14/5/2025, 32.60 ," 18,000 ",0
Buy,FGI,LGT,Equities,939 HK Equity,CHINA CONSTRUCTION BANK-H,HKD,14/5/2025, 6.89 ," 85,000 ",0
Buy,FGI,LGT,Equities,883 HK Equity,CNOOC LTD-H,HKD,14/5/2025, 17.68 ," 33,000 ",0
Buy,FGI,LGT,Equities,6823 HK Equity,HKT TRUST AND HKT LTD-SS,HKD,14/5/2025, 11.44 ," 51,000 ",0
Buy,FGI,LGT,Bonds,US58013MEZ32 Corp,MCDONALD'S CORP,USD,14/5/2025, 95.69 ," 125,000 ",0
Buy,FGI,LGT,Bonds,US448579AT90 Corp,HYATT HOTELS CORP,USD,14/5/2025, 98.80 ," 130,000 ",0
Buy,Personal,HSBC,Bonds,US58013MEZ32 Corp,MCDONALD'S CORP,USD,14/5/2025, 95.80 ," 75,000 ",0
Buy,Personal,HSBC,Bonds,US448579AT90 Corp,HYATT HOTELS CORP,USD,14/5/2025, 99.10 ," 80,000 ",0
Buy,Sinowell,HSBC,Bonds,US58013MEZ32 Corp,MCDONALD'S CORP,USD,14/5/2025, 95.80 ," 75,000 ",0
Buy,Sinowell,HSBC,Bonds,US448579AT90 Corp,HYATT HOTELS CORP,USD,14/5/2025, 99.10 ," 80,000 ",0
Sell,FGI,LGT,Cash,Deposit HKD,Deposit HKD,HKD,15/5/2025," 1,520,000.00 ", (1),0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,15/5/2025," 250,000.00 ", 1 ,0
Sell,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,15/5/2025," 348,669.00 ", (1),0
Buy,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,15/5/2025," 2,723,035.16 ", 1 ,0
Sell,Personal,HSBC,Cash,Deposit HKD,Deposit HKD,HKD,16/5/2025," 1,665,612.20 ", (1),0
Sell,Personal,HSBC,Cash,Deposit USD,Deposit USD,USD,15/5/2025," 289,160.00 ", (1),0
Sell,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,16/5/2025," 149,994.72 ", (1),0
Buy,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,16/5/2025," 1,171,847.25 ", 1 ,0
Sell,Sinowell,HSBC,Cash,Deposit HKD,Deposit HKD,HKD,16/5/2025," 4,009,172.47 ", (1),0
Sell,Sinowell,HSBC,Cash,Deposit USD,Deposit USD,USD,15/5/2025," 148,209.06 ", (1),0
Buy,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,16/5/2025," 2,693.06 ", 1 ,0
Sell,Sinowell,HSBC,Cash,Deposit HKD,Deposit HKD,HKD,16/5/2025," 7,899.83 ", (1),0
Sell,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,16/5/2025," 153,667.07 ", (1),0
Buy,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,16/5/2025," 1,200,000.00 ", 1 ,0
Sell,Personal,HSBC,Cash,Deposit USD,Deposit USD,USD,16/5/2025," 150,048.00 ", (1),0
Buy,FGI,HSBC,Cash,Deposit USD,Deposit USD,USD,15/5/2025," 11,245.00 ", 1 ,0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,15/5/2025," 1,703.78 ", 1 ,0
Sell,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,16/5/2025," 28,445.00 ", (1),0
Buy,Personal,HSBC,Equities,3606 HK Equity,FUYAO GLASS INDUSTRY GROUP-H,HKD,21/5/2025, 54.51 ," 14,000 ",0
Buy,Sinowell,HSBC,Equities,3606 HK Equity,FUYAO GLASS INDUSTRY GROUP-H,HKD,21/5/2025, 54.63 ," 14,000 ",0
Buy,FGI,LGT,Equities,3606 HK Equity,FUYAO GLASS INDUSTRY GROUP-H,HKD,21/5/2025, 54.78 ," 14,000 ",0
Buy,FGI,LGT,Equities,6823 HK Equity,HKT TRUST AND HKT LTD-SS,HKD,21/5/2025, 11.12 ," 25,000 ",0
Buy,FGI,LGT,Equities,883 HK Equity,CNOOC LTD-H,HKD,21/5/2025, 17.90 ," 15,000 ",0
Buy,FGI,LGT,Equities,1398 HK Equity,IND & COMM BK OF CHINA-H,HKD,21/5/2025, 5.62 ," 49,000 ",0
Buy,FGI,LGT,Equities,941 HK Equity,CHINA MOBILE LTD-H,HKD,21/5/2025, 88.35 ," 3,000 ",0
Buy,FGI,LGT,Equities,2388 HK Equity,BOC HONG KONG HOLDINGS LTD,HKD,21/5/2025, 33.50 ," 8,000 ",0
Buy,FGI,LGT,Equities,142 HK EQUITY,FIRST PACIFIC CO,HKD,21/5/2025, 5.49 ," 50,000 ",0
Buy,FGI,LGT,Bonds,XS2057072477 Corp,CK HUTCHISON GROUP,GBP,22/5/2025, 72.44 ," 200,000 ",0
Buy,Personal,HSBC,Bonds,XS2057072477 Corp,CK HUTCHISON GROUP,GBP,22/5/2025, 72.80 ," 200,000 ",0
Buy,Sinowell,HSBC,Bonds,XS2057072477 Corp,CK HUTCHISON GROUP,GBP,22/5/2025, 72.80 ," 200,000 ",0
Buy,Sinowell,HSBC,Cash,Cash - GBP,Cash - GBP,GBP,22/5/2025, 0.10 , 0 ,0
Sell,FGI,LGT,Cash,Deposit USD,Deposit USD,USD,15/5/2025," 2,100,000.00 ", (1),0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,15/5/2025," 520,000.00 ", 1 ,0
Buy,FGI,LGT,Cash,Cash - HKD,Cash - HKD,HKD,23/5/2025," 2,263,568.00 ", 1 ,0
Buy,FGI,LGT,Cash,Cash - GBP,Cash - GBP,GBP,23/5/2025," 144,869.00 ", 1 ,0
Sell,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,23/5/2025," 489,771.00 ", (1),0
Sell,Personal,HSBC,Cash,Cash - GBP,Cash - GBP,GBP,23/5/2025," 3,193.00 ", (1),0
Buy,Personal,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,23/5/2025," 763,098.31 ", 1 ,0
Sell,Personal,HSBC,Cash,Deposit USD,Deposit USD,USD,23/5/2025," 101,462.26 ", (1),0
Sell,Sinowell,HSBC,Cash,Cash - GBP,Cash - GBP,GBP,23/5/2025," 3,193.00 ", (1),0
Sell,Sinowell,HSBC,Cash,Deposit HKD,Deposit HKD,HKD,23/5/2025," 787,948.34 ", (1),0
Sell,Sinowell,HSBC,Cash,Deposit USD,Deposit USD,USD,23/5/2025, 845.00 , (1),0
Buy,Sinowell,HSBC,Cash,Cash - HKD,Cash - HKD,HKD,23/5/2025," 764,766.45 ", 1 ,0
Sell,Sinowell,HSBC,Equities,CMS,CMS,USD,27/5/2025," 2,000,000.00 ", (1),0
Sell,Personal,HSBC,PE,NOBLE Warrant,NOBLE Warrant,THB,27/5/2025, 0.00 , (1),0
Sell,FGI,LGT,PE,NOBLE Warrant,NOBLE Warrant,THB,27/5/2025, 0.00 , (1),0
Buy,Personal,HSBC,PE,NOBLE-W3 TB EQUITY,NOBLE DEVELOPMENT PCL-CW27,THB,27/5/2025, 0.00 ," 130,465,338 ",0
Buy,FGI,LGT,PE,NOBLE-W3 TB EQUITY,NOBLE DEVELOPMENT PCL-CW27,THB,27/5/2025, 0.00 ," 2,795,750 ",0
Sell,Personal,HSBC,PE,PROUD Warrant,PROUD Warrant,THB,27/5/2025, 0.00 , (1),0
Sell,FGI,LGT,PE,PROUD Warrant,PROUD Warrant,THB,27/5/2025, 0.00 , (1),0
Sell,Sinowell,HSBC,PE,PROUD Warrant,PROUD Warrant,THB,27/5/2025, 0.00 , (1),0
Buy,Personal,HSBC,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,27/5/2025, 0.00 ," 2,046,778 ",0
Buy,FGI,LGT,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,27/5/2025, 0.00 ," 12,280,660 ",0
Buy,Sinowell,HSBC,PE,PROUD-W3 TB EQUITY,PROUD REAL ESTATE PCL-CW28,THB,27/5/2025, 0.00 ," 6,754,361 ",0
Buy,Sinowell,HSBC,Fixed deposits,Deposit USD,Deposit USD,USD,27/5/2025," 1,000,000.00 ", 1 ,0
Buy,Personal,HSBC,Cash,Cash - GBP,Cash - GBP,GBP,27/5/2025," 149,010.89 ", 1 ,0
Sell,Personal,HSBC,Cash,Deposit USD,Deposit USD,USD,27/5/2025," 201,976.00 ", (1),0
Buy,Sinowell,HSBC,Cash,Cash - GBP,Cash - GBP,GBP,27/5/2025," 148,792.99 ", 1 ,0
Sell,Sinowell,HSBC,Cash,Deposit USD,Deposit USD,USD,27/5/2025," 201,962.00 ", (1),0
Buy,Personal,HSBC,Cash,Cash - USD,Cash - USD,USD,27/5/2025," 748,615.86 ", 1 ,0
Buy,Personal,HSBC,Cash,Deposit USD,Deposit USD,USD,27/5/2025," 500,000.00 ", 1 ,0
Buy,FGI,LGT,Cash,Cash - USD,Cash - USD,USD,27/5/2025," 16,044.28 ", 1 ,0
Buy,Personal,HSBC,PE,NOBLE Div Received,NOBLE Div Received,USD,27/5/2025," 748,615.86 ", 1 ,0
Buy,FGI,LGT,PE,NOBLE Div Received,NOBLE Div Received,USD,27/5/2025," 16,044.28 ", 1 ,0
